epoch;loss;accuracy;accuracy_val
0;10.985945234882015;0.8957055214723927;0.8936170212765957
1;0.3850928290475391;0.8957055214723927;0.8936170212765957
2;0.01732686824998749;0.8957055214723927;0.8936170212765957
3;0.24825765089563673;0.8957055214723927;0.8936170212765957
4;0.5565258029854476;0.8957055214723927;0.8936170212765957
5;0.9091201525146503;0.8957055214723927;0.8936170212765957
6;1.1867938624262844;0.8957055214723927;0.8936170212765957
7;1.2820452647037703;0.8957055214723927;0.8936170212765957
8;1.0881429100477205;0.8957055214723927;0.8936170212765957
9;0.7303538239134306;0.8957055214723927;0.8936170212765957
10;0.4270712383077029;0.8957055214723927;0.8936170212765957
11;0.21778688135819335;0.8957055214723927;0.8936170212765957
12;0.09425746098956209;0.8957055214723927;0.8936170212765957
13;0.03463279356543096;0.8957055214723927;0.8936170212765957
14;0.011020701830940748;0.8957055214723927;0.8936170212765957
15;0.002863295296259442;0.8957055214723927;0.8936170212765957
16;0.00035402313057472185;0.8957055214723927;0.8936170212765957
17;7.600770281168219e-05;0.8957055214723927;0.8936170212765957
18;0.0011818849404585093;0.8957055214723927;0.8936170212765957
19;0.003614220704931403;0.8957055214723927;0.8936170212765957
20;0.007385525714975283;0.8957055214723927;0.8936170212765957
21;0.012337189999618832;0.8957055214723927;0.8936170212765957
22;0.018117389621714334;0.8957055214723927;0.8936170212765957
23;0.02419589798946963;0.8957055214723927;0.8936170212765957
24;0.029884335721877976;0.8957055214723927;0.8936170212765957
25;0.03445490002179261;0.8957055214723927;0.8936170212765957
26;0.03736251627703801;0.8957055214723927;0.8936170212765957
27;0.038403156754431976;0.8957055214723927;0.8936170212765957
28;0.03770001450978729;0.8957055214723927;0.8936170212765957
29;0.03560368004998081;0.8987730061349694;0.8936170212765957
30;0.03261182691579686;0.911042944785276;0.9078014184397163
31;0.029302788226916437;0.9049079754601227;0.8794326241134752
32;0.026237162340808168;0.9049079754601227;0.8794326241134752
33;0.02384322365037721;0.9049079754601227;0.8794326241134752
34;0.02235217874092844;0.9049079754601227;0.8794326241134752
35;0.021810598494407172;0.9049079754601227;0.8794326241134752
36;0.02213481120616885;0.9049079754601227;0.8794326241134752
37;0.023165990623860506;0.9079754601226994;0.8794326241134752
38;0.024712888768736948;0.9049079754601227;0.8794326241134752
39;0.026584889742448863;0.9049079754601227;0.8794326241134752
40;0.028616337358033556;0.9049079754601227;0.8794326241134752
41;0.030679690797483197;0.901840490797546;0.8794326241134752
42;0.032686938949848456;0.901840490797546;0.8794326241134752
