estado;e0;e1;e2;e3;e4;e5;e6;e7;e8;e9;e10;e11;e12;e13;e14;e15;e16;e17;e18;e19;e20;e21;e22;e23;e24;e25;e26;e27;e28;e29;e30;e31;e32;e33;e34;e35;e36;e37;e38;e39;e40;e41;e42;e43;e44;e45;e46;e47;e48;e49;e50;e51;e52;exitosos;fallidos;envios;final
A;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;1;0;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;13;18;31;4.9
A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.9
A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;31;4.9
A;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;11;20;31;4.9
A;1;1;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;1;0;1;1;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;18;13;31;4.9
A;0;0;0;1;1;0;1;1;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;1;0;1;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;15;16;31;4.9
A;1;1;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;15;16;31;4.9
A;1;0;0;1;1;0;1;0;0;0;1;0;0;1;0;0;0;1;1;0;0;0;1;1;0;1;1;0;1;1;0;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;26;13;39;5
A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
A;1;1;0;1;1;0;1;1;0;0;1;0;0;1;0;0;0;1;1;0;0;0;1;1;0;1;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;19;12;31;5
A;0;1;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;1;0;1;1;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;15;16;31;5
A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;16;5
A;0;1;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;1;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;15;16;31;5
A;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;24;31;5
A;0;0;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;13;18;31;5
A;1;1;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;15;16;31;5
A;1;1;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;1;0;1;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;17;14;31;5
A;1;1;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;14;17;31;5
A;1;1;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;16;15;31;5
A;1;1;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;1;0;1;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;23;16;39;5
A;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;18;21;39;5
A;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;10;21;31;5
A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;32;39;5
A;1;0;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;22;17;39;5
A;1;1;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;15;16;31;5
A;1;1;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;16;23;39;5
A;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;10;21;31;5
A;0;1;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;9;30;39;5
A;1;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;14;17;31;5
A;1;0;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;1;0;1;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;15;16;31;5
A;1;1;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;1;0;1;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;18;13;31;5
A;1;1;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;1;0;1;1;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;22;17;39;5
A;1;0;0;1;1;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1;1;0;1;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;21;18;39;5
A;1;1;1;1;1;0;1;0;0;0;1;0;1;1;0;0;0;1;1;0;0;0;1;1;0;1;1;0;1;1;0;0;1;1;0;0;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;23;8;31;5.1
A;1;1;0;1;1;0;1;1;0;0;1;0;0;1;0;0;0;1;1;0;0;0;1;1;0;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;19;12;31;5.1
A;1;0;0;1;1;0;0;1;0;0;1;1;0;1;0;0;0;1;1;0;0;1;1;1;0;1;1;0;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;13;31;5.1
A;1;1;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;1;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;16;15;31;5.1
A;1;0;0;1;1;0;0;0;0;0;1;0;0;1;0;0;0;1;1;0;0;0;1;1;0;1;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;17;31;5.1
A;1;1;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;16;15;31;5.1
A;1;1;0;1;1;0;1;0;0;1;1;1;0;0;0;0;0;1;0;0;0;0;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;23;16;39;5.1
A;1;1;0;1;1;0;1;0;0;1;1;1;0;0;0;0;0;1;1;0;0;0;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;24;15;39;5.1
A;1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;1;1;0;0;0;1;0;0;1;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;14;17;31;5.1
A;0;1;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;0;0;1;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;13;18;31;5.1
A;1;1;0;1;1;0;1;0;0;1;1;0;0;1;0;0;0;1;1;0;0;0;1;1;0;1;1;0;1;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;20;11;31;5.1
A;0;1;0;0;1;0;1;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;12;19;31;5.1
A;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;6;24;5.2
A;1;1;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;1;0;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;16;15;31;5.2
A;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;17;38;55;5.2
A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.2
A;1;1;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;1;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;16;15;31;5.2
A;1;1;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;20;19;39;5.2
A;1;1;1;1;1;0;1;0;0;0;1;0;1;1;0;0;0;1;1;0;0;0;1;1;0;1;1;0;1;1;0;0;1;1;0;0;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;23;16;39;5.2
A;1;1;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;1;0;0;1;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;16;15;31;5.2
A;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;5;34;39;5.2
A;1;0;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;20;31;5.2
A;1;1;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;16;15;31;5.2
A;1;1;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;15;16;31;5.2
A;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;26;31;5.3
A;1;1;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;13;18;31;5.3
A;1;1;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;1;1;0;1;1;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;16;15;31;5.3
A;1;0;0;1;1;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;1;1;0;1;1;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;17;22;39;5.3
A;1;1;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;1;0;1;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;17;22;39;5.3
A;1;1;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;16;15;31;5.3
A;1;1;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;1;0;1;1;0;1;1;0;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;19;12;31;5.3
A;0;1;0;1;1;0;1;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;15;16;31;5.3
A;1;1;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;1;0;1;1;0;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;17;22;39;5.3
A;1;0;0;1;1;0;0;0;0;0;1;0;0;1;0;0;0;1;1;0;0;0;1;1;0;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;18;31;5.3
A;1;1;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;1;0;1;1;0;1;1;0;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;19;12;31;5.3
A;1;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;21;31;5.4
A;1;1;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;1;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;16;15;31;5.4
A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;30;31;5.4
A;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;1;0;1;1;0;1;1;0;0;1;0;0;1;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;17;14;31;5.4
A;1;0;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;20;19;39;5.4
A;1;1;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;1;0;1;1;0;1;1;0;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;26;13;39;5.4
A;1;1;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;1;0;1;1;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;15;16;31;5.4
A;0;0;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;13;18;31;5.4
A;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;11;20;31;5.4
A;1;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;1;1;0;0;0;1;1;0;1;1;0;1;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;17;14;31;5.4
A;1;1;0;1;1;0;1;1;0;0;1;1;1;0;0;0;0;1;1;0;0;1;1;1;0;1;1;0;1;1;0;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;23;8;31;5.4
A;1;1;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;1;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;16;15;31;5.4
A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;31;5.4
A;1;1;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;16;23;39;5.4
A;1;1;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;1;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;16;23;39;5.4
A;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;30;31;5.4
A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;31;5.4
A;1;1;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;1;0;1;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;17;14;31;5.4
A;1;1;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;1;0;1;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;17;14;31;5.4
A;1;1;0;1;1;0;1;0;0;0;1;0;1;1;0;0;0;1;1;0;0;0;1;1;0;1;1;0;1;1;0;0;1;0;0;1;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;22;9;31;5.4
A;0;0;0;1;1;0;1;0;0;0;1;0;0;1;0;0;0;1;1;0;0;0;1;1;0;1;1;0;1;1;0;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;18;21;39;5.4
A;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;1;0;1;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;19;20;39;5.5
A;1;1;0;1;1;0;1;1;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;1;0;1;1;0;0;1;0;0;1;0;0;1;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;20;11;31;5.5
A;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;15;24;5.5
A;1;1;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;1;0;1;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;16;15;31;5.5
A;0;1;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;12;19;31;5.5
A;1;1;0;1;1;0;1;0;0;0;1;0;0;1;0;0;0;1;1;0;0;0;1;1;0;1;1;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;19;20;39;5.5
A;1;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;1;1;0;0;0;1;1;0;1;1;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;16;31;5.5
A;1;0;0;1;1;0;0;1;0;0;1;0;0;1;0;0;0;1;1;0;0;0;1;1;0;1;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;16;15;31;5.5
A;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;1;0;1;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;18;31;5.5
A;1;1;0;1;1;0;1;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1;1;0;1;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;18;13;31;5.5
A;1;1;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;16;15;31;5.5
A;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;1;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;14;17;31;5.5
A;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;8;23;31;5.5
A;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;10;37;47;5.5
A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;16;5.5
A;0;0;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;1;0;1;1;0;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;16;15;31;5.5
A;0;0;0;1;1;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;12;19;31;5.5
A;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;22;31;5.6
A;1;1;0;1;1;0;1;1;0;0;1;0;0;1;0;0;0;1;1;0;0;0;1;1;0;1;1;0;1;1;0;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;28;19;47;5.6
A;1;1;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;20;31;5.6
A;1;1;0;1;1;0;1;0;0;1;1;0;0;0;0;0;0;1;1;0;0;0;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;16;15;31;5.6
A;0;1;0;1;1;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;12;35;47;5.6
A;1;1;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;1;0;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;16;15;31;5.6
A;1;1;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;1;0;1;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;16;15;31;5.6
A;1;1;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;1;0;1;1;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;16;15;31;5.6
A;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;11;20;31;5.6
A;1;1;0;1;1;0;1;0;0;0;1;0;0;1;0;0;0;1;1;0;0;0;1;1;0;1;1;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;19;12;31;5.6
