177760211;2021-07-01 00:00:00-0400;-1.000000;33;4;AJAHUEL   110  H1     P
395102211;2021-07-01 00:00:00-0400;-191.839394;1;4;BUIN      110  HT1    MTP
395684211;2021-07-01 00:00:00-0400;109.145627;1;4;BUIN      110  H2     P
397670211;2021-07-01 00:00:00-0400;14.103780;1;4;LOSALME   110  H1     P
397693211;2021-07-01 00:00:00-0400;69.835555;1;4;LOSALME   110  H3     P
397712211;2021-07-01 00:00:00-0400;87.039170;1;4;LOSALME   110  H4     P
400203211;2021-07-01 00:00:00-0400;-27.635399;1;4;LOSALME   110  H2     P
433388211;2021-07-01 00:00:00-0400;174.699729;1;4;CHENA     110  H1     P
393655211;2021-07-01 00:00:00-0400;81.720143;1;4;BUIN      110  H1     P
433398211;2021-07-01 00:00:00-0400;132.572424;1;4;CHENA     110  H2     P
433432211;2021-07-01 00:00:00-0400;84.865035;1;4;CHENA     110  H4     P
436692211;2021-07-01 00:00:00-0400;82.182840;1;4;ELSALTO   110  H5     P
436706211;2021-07-01 00:00:00-0400;76.902173;1;4;ELSALTO   110  H6     P
436721211;2021-07-01 00:00:00-0400;154.401562;1;4;ELSALTO   110  H1     P
436743211;2021-07-01 00:00:00-0400;123.189257;1;4;ELSALTO   110  H2     P
529774221;2021-07-01 00:00:00-0400;77.958568;1;4;CNAVIA    110  SUMA A11-A12 P
854641211;2021-07-01 00:00:00-0400;-0.113527;1;4;BUIN      110  H4     P
433411211;2021-07-01 00:00:00-0400;55.508729;1;4;CHENA     110  H3     P
393572211;2021-07-01 00:00:00-0400;-0.230391;1;4;BUIN      110  H3     P
433366211;2021-07-01 00:00:00-0400;-221.482215;1;4;CHENA     110  HT1    MTP
392509211;2021-07-01 00:00:00-0400;39.216473;1;4;FLORIDA   110  H7     P
392561211;2021-07-01 00:00:00-0400;34.153006;1;4;FLORIDA   110  H6     P
182803211;2021-07-01 00:00:00-0400;107.600032;1;4;AJAHUEL   110  H5     P
182824211;2021-07-01 00:00:00-0400;113.669937;1;4;AJAHUEL   110  H6     P
223129211;2021-07-01 00:00:00-0400;-3.958752;1;4;CNAVIA    110  H4     P
223574211;2021-07-01 00:00:00-0400;7.091557;1;4;CNAVIA    110  H3     P
225427211;2021-07-01 00:00:00-0400;103.095404;1;4;CNAVIA    110  H6     P
225453211;2021-07-01 00:00:00-0400;108.640628;1;4;CNAVIA    110  H5     P
225509211;2021-07-01 00:00:00-0400;116.620904;1;4;CNAVIA    110  H7     P
225540211;2021-07-01 00:00:00-0400;137.222032;1;4;CNAVIA    110  H8     P
177835211;2021-07-01 00:00:00-0400;-0.697656;1;4;AJAHUEL   110  H2     P
225632211;2021-07-01 00:00:00-0400;-90.844791;1;4;CNAVIA    110  H9     P
387328211;2021-07-01 00:00:00-0400;-7.824414;1;4;FLORIDA   110  H1     P
387353211;2021-07-01 00:00:00-0400;-24.001788;1;4;FLORIDA   110  H2     P
387377211;2021-07-01 00:00:00-0400;-32.992315;1;4;FLORIDA   110  H3     P
387401211;2021-07-01 00:00:00-0400;-4.951518;1;4;FLORIDA   110  H4     P
392490211;2021-07-01 00:00:00-0400;-9.472660;1;4;FLORIDA   110  H8     P
392499211;2021-07-01 00:00:00-0400;-5.300981;1;4;FLORIDA   110  H9     P
225611211;2021-07-01 00:00:00-0400;-95.700211;1;4;CNAVIA    110  H10    P
393655211;2021-07-01 01:00:00-0400;67.679760;1;4;BUIN      110  H1     P
400203211;2021-07-01 01:00:00-0400;-21.615873;1;4;LOSALME   110  H2     P
397712211;2021-07-01 01:00:00-0400;71.169201;1;4;LOSALME   110  H4     P
395102211;2021-07-01 01:00:00-0400;-159.660111;1;4;BUIN      110  HT1    MTP
397670211;2021-07-01 01:00:00-0400;15.452531;1;4;LOSALME   110  H1     P
395684211;2021-07-01 01:00:00-0400;90.744337;1;4;BUIN      110  H2     P
433366211;2021-07-01 01:00:00-0400;-191.679910;1;4;CHENA     110  HT1    MTP
397693211;2021-07-01 01:00:00-0400;56.354392;1;4;LOSALME   110  H3     P
433388211;2021-07-01 01:00:00-0400;149.780146;1;4;CHENA     110  H1     P
436692211;2021-07-01 01:00:00-0400;73.519951;1;4;ELSALTO   110  H5     P
433411211;2021-07-01 01:00:00-0400;45.465618;1;4;CHENA     110  H3     P
433432211;2021-07-01 01:00:00-0400;76.466646;1;4;CHENA     110  H4     P
436706211;2021-07-01 01:00:00-0400;68.232534;1;4;ELSALTO   110  H6     P
436721211;2021-07-01 01:00:00-0400;132.634451;1;4;ELSALTO   110  H1     P
436743211;2021-07-01 01:00:00-0400;104.518812;1;4;ELSALTO   110  H2     P
529774221;2021-07-01 01:00:00-0400;72.361775;1;4;CNAVIA    110  SUMA A11-A12 P
854641211;2021-07-01 01:00:00-0400;-0.113527;1;4;BUIN      110  H4     P
433398211;2021-07-01 01:00:00-0400;114.490701;1;4;CHENA     110  H2     P
393572211;2021-07-01 01:00:00-0400;-0.229870;1;4;BUIN      110  H3     P
225540211;2021-07-01 01:00:00-0400;119.469645;1;4;CNAVIA    110  H8     P
392509211;2021-07-01 01:00:00-0400;36.706582;1;4;FLORIDA   110  H7     P
392561211;2021-07-01 01:00:00-0400;30.921598;1;4;FLORIDA   110  H6     P
177835211;2021-07-01 01:00:00-0400;-0.712517;1;4;AJAHUEL   110  H2     P
182803211;2021-07-01 01:00:00-0400;89.441177;1;4;AJAHUEL   110  H5     P
182824211;2021-07-01 01:00:00-0400;95.949540;1;4;AJAHUEL   110  H6     P
223129211;2021-07-01 01:00:00-0400;2.124354;1;4;CNAVIA    110  H4     P
223574211;2021-07-01 01:00:00-0400;9.943082;1;4;CNAVIA    110  H3     P
225427211;2021-07-01 01:00:00-0400;97.532819;1;4;CNAVIA    110  H6     P
225453211;2021-07-01 01:00:00-0400;105.117897;1;4;CNAVIA    110  H5     P
225509211;2021-07-01 01:00:00-0400;102.245359;1;4;CNAVIA    110  H7     P
177760211;2021-07-01 01:00:00-0400;-1.000000;33;4;AJAHUEL   110  H1     P
225611211;2021-07-01 01:00:00-0400;-102.332528;1;4;CNAVIA    110  H10    P
225632211;2021-07-01 01:00:00-0400;-97.771640;1;4;CNAVIA    110  H9     P
387328211;2021-07-01 01:00:00-0400;-5.537530;1;4;FLORIDA   110  H1     P
387353211;2021-07-01 01:00:00-0400;-18.970656;1;4;FLORIDA   110  H2     P
387377211;2021-07-01 01:00:00-0400;-30.403760;1;4;FLORIDA   110  H3     P
387401211;2021-07-01 01:00:00-0400;-7.078081;1;4;FLORIDA   110  H4     P
392490211;2021-07-01 01:00:00-0400;-9.784947;1;4;FLORIDA   110  H8     P
