year,month,day,consumption
2018,8,8,211.74878104166666
2018,8,9,205.12347583333334
2018,8,10,201.43110195833333
2018,8,11,171.70373416666666
2018,8,12,154.0546071304348
2018,8,13,192.96372666666664
2018,8,14,194.34565462499998
2018,8,15,167.73327154166665
2018,8,16,187.159487625
2018,8,17,186.51377166666668
2018,8,18,175.96802025
2018,8,19,161.49323720833334
2018,8,20,197.37764966666668
2018,8,21,201.36987095833334
2018,8,22,214.24126433333333
2018,8,23,226.36032425
2018,8,24,215.76625620833332
2018,8,25,178.86870929166665
2018,8,26,166.21174025
2018,8,27,180.72760658333334
2018,8,28,187.22985541666665
2018,8,29,183.33185308333336
2018,8,30,188.94619495833334
2018,8,31,193.93004145833333
2018,9,1,155.378004625
2018,9,2,149.48938208333334
2018,9,3,171.5008474583333
2018,9,4,168.216362375
2018,9,5,171.34926945833334
2018,9,6,94.91461883333334
2018,9,7,173.5236304166667
2018,9,8,148.11332841666666
2018,9,9,143.87126279166668
2018,9,10,171.35850100000002
2018,9,11,167.07120108333334
2018,9,12,167.85060866666666
2018,9,13,171.90112862499998
2018,9,14,183.81486979166667
2018,9,15,168.90191366666667
2018,9,16,137.430022875
2018,9,17,142.99911504166667
2018,9,18,145.86718533333334
2018,9,19,151.4199285
2018,9,20,182.3383320416667
2018,9,21,185.45865204166668
2018,9,22,170.223943875
2018,9,23,171.47890362500002
2018,9,24,195.978703625
2018,9,25,211.254659375
2018,9,26,213.04615758333333
2018,9,27,206.72756125
2018,9,28,204.3355742916667
2018,9,29,174.67270841666667
2018,9,30,169.99751420833334
2018,10,1,191.5525434583333
2018,10,2,193.30195458333333
2018,10,3,189.98413391666668
2018,10,4,200.11940504166668
2018,10,5,195.01280579166666
2018,10,6,172.0701725
2018,10,7,157.22383375
2018,10,8,189.30511916666669
2018,10,9,196.5917550416667
2018,10,10,200.18100304166668
2018,10,11,194.798991
2018,10,12,190.54224341666668
2018,10,13,186.07193691666666
2018,10,14,182.94311637500002
2018,10,15,174.55236504166666
2018,10,16,217.78713870833334
2018,10,17,214.50611029166666
2018,10,18,205.57981404166665
2018,10,19,200.80163975000002
2018,10,20,189.82675029166668
2018,10,21,172.14539416666665
2018,10,22,200.26167208333334
2018,10,23,203.098780875
2018,10,24,193.60617783333336
2018,10,25,192.17852875000003
2018,10,26,192.68183495833333
2018,10,27,175.57959741666664
2018,10,28,191.92588329166665
2018,10,29,193.44830083333332
2018,10,30,181.7072261666667
2018,10,31,187.70570708333332
2018,11,1,164.83164875
2018,11,2,163.55333229166666
2018,11,3,153.236655375
2018,11,4,156.93424100000001
2018,11,5,177.69747691666666
2018,11,6,189.56448479166667
2018,11,7,183.259180625
2018,11,8,182.7896839166667
2018,11,9,162.22188787500002
2018,11,10,147.53488283333334
2018,11,11,119.03322200000001
2018,11,12,166.59340133333333
2018,11,13,172.49294779166667
2018,11,14,185.52592716666666
2018,11,15,169.843131375
2018,11,16,160.90852766666669
2018,11,17,136.925745
2018,11,18,152.99726366666667
2018,11,19,166.141903625
2018,11,20,156.907118875
2018,11,21,149.08307858333333
2018,11,22,146.39436879166666
2018,11,23,158.40627925
2018,11,24,148.53600233333333
2018,11,25,117.83494508333332
2018,11,26,156.74112654166666
2018,11,27,155.65769929166666
2018,11,28,146.32675237499998
2018,11,29,131.93293958333334
2018,11,30,130.93693504166666
2018,12,1,146.63649429166665
2018,12,2,107.18928162499999
2018,12,3,131.05243325
2018,12,4,130.22452666666666
2018,12,5,122.842141125
2018,12,6,143.2867975
2018,12,7,159.336034875
2018,12,8,71.553205875
2018,12,9,55.98948454166666
2018,12,10,74.44226641666667
2018,12,11,128.36039175
2018,12,12,134.09621183333334
2018,12,13,128.69589558333334
2018,12,14,129.76986670833332
2018,12,15,109.85443300000001
2018,12,16,32.790055833333334
2018,12,17,134.51775633333332
2018,12,18,153.167655625
2018,12,19,156.09931229166668
2018,12,20,135.55829558333332
2018,12,21,138.63029683333335
2018,12,22,115.39031916666666
2018,12,23,99.49507879166667
2018,12,24,123.86706541666666
2018,12,25,90.29308083333335
2018,12,26,133.49578066666666
2018,12,27,136.26280595833333
2018,12,28,139.56780137500002
2018,12,29,118.08904520833333
2018,12,30,96.47523374999999
2018,12,31,109.91992695833333
2019,1,1,81.7005745
2019,1,2,134.00295929166666
2019,1,3,141.83517779166667
2019,1,4,140.49497245833334
2019,1,5,107.02167029166667
2019,1,6,91.59962954166667
2019,1,7,122.02390145833334
2019,1,8,116.88185383333332
2019,1,9,123.48512208333334
2019,1,10,146.74168816666668
2019,1,11,145.60225870833332
2019,1,12,124.16546199999999
2019,1,13,114.254040125
2019,1,14,140.639403
2019,1,15,132.988500375
2019,1,16,132.67809870833335
2019,1,17,122.72488708333333
2019,1,18,135.57097041666665
2019,1,19,95.15586608333332
2019,1,20,73.28673491666667
2019,1,21,112.03169958333332
2019,1,22,112.64552524999999
2019,1,23,118.58353483333333
2019,1,24,114.775284
2019,1,25,107.03211
2019,1,26,99.84310587499999
2019,1,27,87.561276125
2019,1,28,119.99188625
2019,1,29,124.374974125
2019,1,30,117.88308908333333
2019,1,31,119.07539129166668
2019,2,1,118.49800345833334
2019,2,2,93.32145874999999
2019,2,3,84.09224120833333
2019,2,4,117.73782512500001
2019,2,5,120.21295579166667
2019,2,6,118.31945470833334
2019,2,7,117.798865375
2019,2,8,115.49054745833332
2019,2,9,94.62762229166667
2019,2,10,84.77462695833334
2019,2,11,118.30680295833334
2019,2,12,126.20927529166666
2019,2,13,108.51292304166667
2019,2,14,122.767786875
2019,2,15,117.59184933333334
2019,2,16,82.10705504166667
2019,2,17,77.80343129166667
2019,2,18,107.78189845833333
2019,2,19,118.019073375
2019,2,20,106.80245925000001
2019,2,21,103.81699145833333
2019,2,22,107.27634354166668
2019,2,23,94.44476195833333
2019,2,24,86.08884625
2019,2,25,112.68474966666666
2019,2,26,119.11548333333333
2019,2,27,123.37766229166668
2019,2,28,119.7406095
2019,3,1,120.13330487500001
2019,3,2,103.41098279166665
2019,3,3,95.53110095833334
2019,3,4,125.30132458333333
2019,3,5,149.727963375
2019,3,6,136.23650908333335
2019,3,7,134.67128691666667
2019,3,8,137.11940333333334
2019,3,9,121.51681633333334
2019,3,10,99.81703908333333
2019,3,11,137.60550545833334
2019,3,12,146.26773925
2019,3,13,147.38816091666666
2019,3,14,145.33693145833334
2019,3,15,138.616935375
2019,3,16,140.2220406666667
2019,3,17,125.58082304166668
2019,3,18,155.2983985
2019,3,19,158.352908375
2019,3,20,168.11024633333332
2019,3,21,165.275173125
2019,3,22,166.38561925
2019,3,23,136.022325375
2019,3,24,130.02494366666667
2019,3,25,154.04787029166667
2019,3,26,155.24249058333334
2019,3,27,153.3798035
2019,3,28,145.005992
2019,3,29,150.189075375
2019,3,30,141.71469916666666
2019,3,31,127.05069191666666
2019,4,1,149.128936125
2019,4,2,152.11714779166667
2019,4,3,151.88582095833334
2019,4,4,139.433533875
2019,4,5,142.55327966666667
2019,4,6,130.91749470833335
2019,4,7,79.2375785
2019,4,8,136.02868179166668
2019,4,9,134.19253333333333
2019,4,10,139.721457875
2019,4,11,143.18590941666665
2019,4,12,137.58415058333333
2019,4,13,138.2504565
2019,4,14,126.71685683333334
2019,4,15,141.11714387499998
2019,4,16,138.1158035
2019,4,17,139.29212691666666
2019,4,18,143.38798145833334
2019,4,19,116.08752245833334
2019,4,20,122.48243641666666
2019,4,21,125.16330908333333
2019,4,22,149.45724970833334
2019,4,23,158.22167533333334
2019,4,24,167.909461625
2019,4,25,161.24411754166667
2019,4,26,152.92794420833334
2019,4,27,127.58033775
2019,4,28,118.03033979166666
2019,4,29,140.77228683333334
2019,4,30,137.98854658333332
2019,5,1,112.45241225000001
2019,5,2,152.37979716666666
2019,5,3,164.50490020833334
2019,5,4,150.80747258333335
2019,5,5,134.51159516666667
2019,5,6,171.0923615416667
2019,5,7,166.57728429166667
2019,5,8,171.497029375
2019,5,9,174.18048675
2019,5,10,170.32831833333333
2019,5,11,150.86709458333334
2019,5,12,139.32210654166667
2019,5,13,172.74037829166664
2019,5,14,167.03264670833332
2019,5,15,164.53419625
2019,5,16,181.33533475000002
2019,5,17,176.85819775000002
2019,5,18,147.970387625
2019,5,19,150.38048804166667
2019,5,20,181.30223179166669
2019,5,21,166.28849591666668
2019,5,22,187.43773975
2019,5,23,185.90114225000002
2019,5,24,186.51917429166667
2019,5,25,170.45817545833333
2019,5,26,171.01184683333335
2019,5,27,195.91576120833335
2019,5,28,205.98477850000003
2019,5,29,202.22033008333335
2019,5,30,201.9111805
2019,5,31,210.23297675
2019,6,1,200.44495945833333
2019,6,2,179.6151005
2019,6,3,208.52028700000002
2019,6,4,205.538353375
2019,6,5,205.407573375
2019,6,6,201.99170266666667
2019,6,7,203.62597208333332
2019,6,8,190.691791875
2019,6,9,173.098106
2019,6,10,208.78789162500001
2019,6,11,205.36051179166668
2019,6,12,220.78953308333334
2019,6,13,233.42723575000002
2019,6,14,226.45066129166665
2019,6,15,193.79918808333332
2019,6,16,168.63404945833335
2019,6,17,231.768265
2019,6,18,232.512926625
2019,6,19,221.59231604166666
2019,6,20,201.89933716666667
2019,6,21,206.2714245
2019,6,22,180.12715395833334
2019,6,23,189.55708174999998
2019,6,24,231.78640404166666
2019,6,25,232.03201075
2019,6,26,233.740007125
2019,6,27,235.05067575
2019,6,28,232.66243491666668
2019,6,29,197.03362454166665
2019,6,30,193.03266762500002
2019,7,1,220.42202104166668
2019,7,2,218.968441375
2019,7,3,214.383664875
2019,7,4,214.48472904166667
2019,7,5,218.16789275
2019,7,6,177.98812254166668
2019,7,7,180.0489345
2019,7,8,220.35157283333334
2019,7,9,207.263067625
2019,7,10,219.39958329166666
2019,7,11,221.518986625
2019,7,12,213.23427395833335
2019,7,13,191.665257625
2019,7,14,179.52097733333335
2019,7,15,200.909225375
2019,7,16,181.89821083333334
2019,7,17,212.46488675
2019,7,18,208.72678770833332
2019,7,19,209.32012816666668
2019,7,20,189.882663625
2019,7,21,109.34522987500002
2019,7,22,221.7654695
2019,7,23,229.89223283333334
2019,7,24,228.28822091666666
2019,7,25,225.04925470833334
2019,7,26,224.96121295833333
2019,7,27,200.53001558333335
2019,7,28,186.4530245
2019,7,29,202.07690666666667
2019,7,30,192.16634983333333
2019,7,31,197.15646237500002
2019,8,1,216.634828875
2019,8,2,225.060525375
2019,8,3,194.47354720833334
2019,8,4,170.69527554166666
2019,8,5,203.3421483333333
2019,8,6,222.16734345833333
2019,8,7,221.24638491666667
2019,8,8,225.87403970833336
2019,8,9,227.56337033333332
2019,8,10,204.65667025000002
2019,8,11,182.20053937499998
2019,8,12,227.63034525
2019,8,13,221.97133241666666
2019,8,14,205.03002612499998
2019,8,15,180.97019733333332
2019,8,16,207.67605354166668
2019,8,17,190.9109791666667
2019,8,18,188.06174275
2019,8,19,220.87562112499998
2019,8,20,196.39072633333333
2019,8,21,201.07308924999998
2019,8,22,198.60267470833332
2019,8,23,182.0695825
2019,8,24,168.41053200000002
2019,8,25,158.47527225000002
2019,8,26,181.10130025
2019,8,27,203.39898054166667
2019,8,28,195.56955783333333
2019,8,29,195.125470375
2019,8,30,194.00538500000002
2019,8,31,175.998365875
2019,9,1,88.27712170833333
2019,9,2,192.27742058333334
2019,9,3,198.36566645833332
2019,9,4,189.45846216666666
2019,9,5,205.05342741666666
2019,9,6,205.68266445833333
2019,9,7,175.2580462916667
2019,9,8,160.5870894347826
2019,9,9,209.91103841666666
2019,9,10,171.98935633333335
2019,9,11,195.97725400000002
2019,9,12,187.66494279166668
2019,9,13,187.11112279166665
2019,9,14,176.72753154166665
2019,9,15,161.19124541666667
2019,9,16,186.68540083333335
2019,9,17,178.42352529166666
2019,9,18,134.79434054166668
2019,9,19,130.28552991666666
2019,9,20,134.85978937500002
2019,9,21,136.63643720833332
2019,9,22,139.68862770833334
2019,9,23,168.82690266666665
2019,9,24,173.40368766666666
2019,9,25,173.63266604166665
2019,9,26,167.24684445833336
2019,9,27,166.78324816666665
2019,9,28,147.69253570833334
2019,9,29,137.37306283333334
2019,9,30,167.77094491666665
2019,10,1,192.83389229166667
2019,10,2,184.44491337499997
2019,10,3,186.84671079166665
2019,10,4,185.61155462500002
2019,10,5,160.3844987916667
2019,10,6,146.01987808333334
2019,10,7,163.48999716666665
2019,10,8,176.37544116666666
2019,10,9,176.190853125
2019,10,10,174.01662441666667
2019,10,11,165.8979945
2019,10,12,148.74845208333332
2019,10,13,141.17272683333331
2019,10,14,172.0695445
2019,10,15,171.10056545833334
2019,10,16,176.87032154166664
2019,10,17,170.74551916666667
2019,10,18,171.00501866666664
2019,10,19,155.28978583333333
2019,10,20,136.12189033333334
2019,10,21,142.78694795833334
2019,10,22,148.951192
2019,10,23,144.39305708333333
2019,10,24,147.129965
2019,10,25,146.23258995833334
2019,10,26,135.23115754166665
2019,10,27,139.40758416666668
2019,10,28,165.100963875
2019,10,29,164.84744358333333
2019,10,30,164.84905470833334
2019,10,31,138.44239425
2019,11,1,127.53067879166667
2019,11,2,134.8032795
2019,11,3,156.231139875
2019,11,4,156.35945704166667
2019,11,5,164.42738895833335
2019,11,6,166.98074658333334
2019,11,7,171.99123133333333
2019,11,8,160.78633204166667
2019,11,9,152.58249020833333
2019,11,10,130.132086625
2019,11,11,143.51237054166666
2019,11,12,135.16151275
2019,11,13,141.026426125
2019,11,14,132.13039183333333
2019,11,15,150.65503141666667
2019,11,16,123.78819704166666
2019,11,17,104.93373520833335
2019,11,18,134.41486166666667
2019,11,19,129.14008533333333
2019,11,20,128.12926791666666
2019,11,21,127.75418920833333
2019,11,22,136.18207625
2019,11,23,102.710041875
2019,11,24,87.516253
2019,11,25,138.51255616666666
2019,11,26,145.05678383333333
2019,11,27,150.76772295833334
2019,11,28,158.03704962499998
2019,11,29,149.29665541666665
2019,11,30,133.23326654166667
2019,12,1,125.21021191666667
2019,12,2,137.940206125
2019,12,3,147.196487125
2019,12,4,148.76261725
2019,12,5,159.38808075
2019,12,6,141.46236304166666
2019,12,7,121.45866354166667
2019,12,8,117.27639995833333
2019,12,9,123.80422420833332
2019,12,10,128.59636245833335
2019,12,11,124.60314658333333
2019,12,12,136.73678441666667
2019,12,13,136.647416625
2019,12,14,116.56834416666668
2019,12,15,112.00218366666667
2019,12,16,152.97320604166666
2019,12,17,162.713370375
2019,12,18,155.54361679166666
2019,12,19,141.78451816666666
2019,12,20,160.72223758333334
2019,12,21,150.60010404166667
2019,12,22,134.637741875
2019,12,23,162.896028375
2019,12,24,142.346862375
2019,12,25,105.55979804166667
2019,12,26,142.6879795
2019,12,27,134.755806
2019,12,28,110.22750841666668
2019,12,29,96.16734991666665
2019,12,30,129.02366841666665
2019,12,31,125.58489049999999
2020,1,1,85.10854641666667
2020,1,2,119.49659029166668
2020,1,3,124.82485354166666
2020,1,4,109.143149125
2020,1,5,87.48328704166666
2020,1,6,130.60216266666666
2020,1,7,125.13565245833333
2020,1,8,138.65373908333333
2020,1,9,163.95844491666665
2020,1,10,166.343743
2020,1,11,135.24946616666668
2020,1,12,131.681762875
2020,1,13,135.227583625
2020,1,14,131.20920858333332
2020,1,15,143.96018883333332
2020,1,16,135.0536525
2020,1,17,131.65879625
2020,1,18,101.78844
2020,1,19,93.30155716666667
2020,1,20,113.18881970833333
2020,1,21,123.14068875
2020,1,22,120.54890266666666
2020,1,23,118.09810995833334
2020,1,24,117.26213508333335
2020,1,25,107.549713875
2020,1,26,96.58355358333334
2020,1,27,134.26981945833333
2020,1,28,126.96090216666666
2020,1,29,125.03171629166667
2020,1,30,155.55859245833332
2020,1,31,136.21444883333334
2020,2,1,117.57110291666667
2020,2,2,103.70715395833334
2020,2,3,112.801715125
2020,2,4,106.96356458333332
2020,2,5,109.94722516666667
2020,2,6,115.9036345
2020,2,7,127.40927900000001
2020,2,8,109.80387745833333
2020,2,9,100.68081054166667
2020,2,10,122.237797375
2020,2,11,128.261449875
2020,2,12,124.99198770833334
2020,2,13,126.49014479166668
2020,2,14,124.39651641666667
2020,2,15,108.02057158333334
2020,2,16,98.31998112500001
2020,2,17,104.55340616666666
2020,2,18,134.255027
2020,2,19,147.48401475
2020,2,20,139.77438316666667
2020,2,21,128.28521320833332
2020,2,22,111.2618165
2020,2,23,105.193950125
2020,2,24,133.58650508333332
2020,2,25,149.15362854166668
2020,2,26,146.46663658333333
2020,2,27,145.77002183333335
2020,2,28,150.23772329166667
2020,2,29,115.71651616666666
2020,3,1,107.8132585
2020,3,2,128.52415575
2020,3,3,139.84150654166666
2020,3,4,139.52968670833334
2020,3,5,139.746941375
2020,3,6,130.42565429166666
2020,3,7,105.751739875
2020,3,8,96.41982245833333
2020,3,9,134.64075829166669
2020,3,10,148.20009174999998
2020,3,11,145.53484125
2020,3,12,150.41564558333332
2020,3,13,141.37707091666667
2020,3,14,123.96117095833334
2020,3,15,114.276342625
2020,3,16,134.23797433333334
2020,3,17,142.44968945833332
2020,3,18,153.29183941666668
2020,3,19,157.35926854166667
2020,3,20,151.38737933333334
2020,3,21,134.73227320833334
2020,3,22,133.69685179166666
2020,3,23,152.55867770833333
2020,3,24,153.69234450000002
2020,3,25,152.37483625000002
2020,3,26,153.40575983333335
2020,3,27,138.5360225
2020,3,28,119.91624370833334
2020,3,29,97.40784674999999
2020,3,30,135.20499974999998
2020,3,31,139.05819416666665
2020,4,1,147.96778808333332
2020,4,2,145.09222937500002
2020,4,3,134.38312404166666
2020,4,4,131.86340929166667
2020,4,5,130.46361908333333
2020,4,6,149.93083004166667
2020,4,7,148.90444779166666
2020,4,8,138.54654879166665
2020,4,9,134.43595220833333
2020,4,10,123.8195415
2020,4,11,135.10924395833334
2020,4,12,135.5790727083333
2020,4,13,143.888692
2020,4,14,145.13354820833334
2020,4,15,146.69563050000002
2020,4,16,144.40104041666666
2020,4,17,143.02595920833332
2020,4,18,133.05961845833335
2020,4,19,127.07888129166668
2020,4,20,147.39216883333333
2020,4,21,148.25898891666665
2020,4,22,147.50345979166667
2020,4,23,145.63256683333333
2020,4,24,151.77106516666666
2020,4,25,142.20672316666665
2020,4,26,143.98502291666668
2020,4,27,151.96716991666668
2020,4,28,153.44120329166665
2020,4,29,151.592726
2020,4,30,156.68249445833334
2020,5,1,146.311562625
2020,5,2,144.24705570833333
2020,5,3,144.74080179166666
2020,5,4,157.88115995833334
2020,5,5,155.16621999999998
2020,5,6,156.23609070833334
2020,5,7,162.85854354166668
2020,5,8,153.39736795833332
2020,5,9,138.634287375
2020,5,10,138.8760382083333
2020,5,11,157.306067375
2020,5,12,169.10063079166667
2020,5,13,155.00299475
2020,5,14,162.73380866666668
2020,5,15,163.871361625
2020,5,16,159.286083375
2020,5,17,141.92409849999999
2020,5,18,155.58693729166666
2020,5,19,171.68549691666666
2020,5,20,176.264780625
2020,5,21,165.52882020833334
2020,5,22,171.0876067083333
2020,5,23,162.678639125
2020,5,24,148.8607912916667
2020,5,25,153.048218125
2020,5,26,155.612089375
2020,5,27,174.533567375
2020,5,28,179.5214274583333
2020,5,29,182.46444058333336
2020,5,30,160.77951870833334
2020,5,31,142.06840645833333
2020,6,1,116.163118
2020,6,2,129.00254391666667
2020,6,3,141.06958004166668
2020,6,4,136.03363375
2020,6,5,128.92932120833333
2020,6,6,122.05072045833333
2020,6,7,124.00210316666666
2020,6,8,139.02366608333332
2020,6,9,128.854568375
2020,6,10,134.17865683333335
2020,6,11,188.04874204166666
2020,6,12,189.317319125
2020,6,13,175.61688966666668
2020,6,14,159.27990466666668
2020,6,15,184.01766879166667
2020,6,16,192.29028175
2020,6,17,200.24644941666668
2020,6,18,211.86237525
2020,6,19,202.85659541666666
2020,6,20,198.830036125
2020,6,21,179.21047520833335
2020,6,22,211.06209049999998
2020,6,23,212.994781125
2020,6,24,221.60401333333334
2020,6,25,222.51751662499998
2020,6,26,210.68698391666666
2020,6,27,195.02813420833334
2020,6,28,106.13342762500001
2020,6,29,197.1152555
2020,6,30,216.126076375
2020,7,1,211.77671645833334
2020,7,2,184.9076535416667
2020,7,3,191.14952729166666
2020,7,4,201.55717725
2020,7,5,150.14734695833334
2020,7,6,205.84320975
2020,7,7,205.77875191666666
2020,7,8,201.1563495
2020,7,9,193.16772066666667
2020,7,10,202.06599829166666
2020,7,11,170.01685191666667
2020,7,12,146.17889754166666
2020,7,13,183.183442625
2020,7,14,196.25065600000002
2020,7,15,194.46147525
2020,7,16,199.24239841666667
2020,7,17,215.71563354166665
2020,7,18,205.76274658333332
2020,7,19,211.00330245833334
2020,7,20,206.70249520833332
2020,7,21,233.66590183333335
2020,7,22,220.071403125
2020,7,23,230.06676912499998
2020,7,24,218.58796416666667
2020,7,25,219.430357
2020,7,26,208.08751525
2020,7,27,227.3992194583333
2020,7,28,215.85199804166666
2020,7,29,140.04163675
2020,7,30,140.9340635
2020,7,31,133.13093279166665
2020,8,1,128.21156954166668
2020,8,2,159.73163733333334
2020,8,3,187.72037566666665
2020,8,4,186.86565391666667
2020,8,5,124.82219979166668
2020,8,6,120.37782812500001
2020,8,7,120.42451354166667
2020,8,8,111.79039225000001
2020,8,9,107.22775979166666
2020,8,10,127.80723525
2020,8,11,138.335451125
2020,8,12,145.352478375
2020,8,13,199.68422775
2020,8,14,222.50865524999998
2020,8,15,201.74954
2020,8,16,191.237228875
2020,8,17,210.97102412499999
2020,8,18,224.18027225
2020,8,19,212.36817908333333
2020,8,20,206.27253879166668
2020,8,21,197.777937125
2020,8,22,161.82045383333335
